Category,Customer_ID,Website,Comment,Label,Date
A2,342,Two Brothers India Shop,I recently purchased full moon A2 Ghee and I admit that this is the best quality cow ghee available in market today.Just try and taste the quality they provide.,Positive,15.08.2024
A2,343,Two Brothers India Shop,Nice product.Bought many times.,Positive,15.08.2024
A2,344,Two Brothers India Shop,Excellent Aroma and Smells of purity .,Positive,15.08.2024
A2,345,Two Brothers India Shop,"The ghee is too good, having very good aroma and is pure. The taste is awesome.",Positive,15.08.2024
A2,346,Two Brothers India Shop,"If grass fed ghee color should be bright yellow, but it is somewhat lite yellow to white. Apart from it taste is very good",Neutral,15.08.2024
A2,347,Two Brothers India Shop,I loved the texture and the purity of the ghee.,Positive,15.08.2024
A2,348,Two Brothers India Shop,Best desi ghee ever had Amazing taste,Positive,15.08.2024
A2,349,Two Brothers India Shop,I love this ghee. It has a beautiful subtle aroma of purity and very easily digestable too. I am a lactose intolerant but still I can easily digest this ghee as its verylight weight and pure.,Positive,15.08.2024
A2,350,Two Brothers India Shop,This ghee made me fall in love with ghee. I love the originality in taste and texture.,Positive,16.08.2024
A2,351,Two Brothers India Shop,The moon cultured ghee was great in taste & aroma Would highly recommend to all who like deshi ghee in their daily food,Positive,16.08.2024
A2,352,Two Brothers India Shop,It’s aroma tells us how fresh it is . A golden colour and test aahaha ! I am happy with the ghee,Positive,16.08.2024
A2,353,Two Brothers India Shop,It is a high quality Ghee and tastes delicious when taken by itself or when mixed with food.,Positive,16.08.2024
A2,354,Two Brothers India Shop,"Very unusual to find this kind of ghee a personal favourite, to consume a little daily.",Positive,16.08.2024
A2,355,Amala Earth,So pure...it's fragrance was just that of ghee which we make at home. Using it for my children religiously,Positive,16.08.2024
A2,356,Bodhishop,"Best in taste, amazing quality",Positive,16.08.2024
A2,357,Bodhishop,I liked the product. Will definitely order again.,Positive,16.08.2024
A2,358,Bodhishop,I liked the ghee. Bohot accha hai,Positive,16.08.2024
A2,359,Bodhishop,The ghee was pretty good. I liked it.,Positive,16.08.2024
A2,360,Bodhishop,Great product and I will surely recommend to others. will shop again satisfied with the Quality,Positive,16.08.2024
A2,361,Amazon,"It is always fresh, value for money with good texture and aroma",Positive,16.08.2024
A2,362,Amazon,The fragrance of the ghee is great. Not sure about the quality but looks good.,Positive,16.08.2024
A2,363,Amazon,"It has yumming taste and delicious, mouth watering..",Positive,16.08.2024
A2,364,Amazon,"This product is very amazing, the smell is perfect, it taste super yummy. This is the best ghee I've ever taste so far.",Positive,16.08.2024
A2,365,Amazon,"This ghee is so good. It’s 100 % natural. I like the taste. This is the best product in this price. It’s authentic, organic and very thick.",Positive,16.08.2024
A2,366,Amazon,Product is good and is 100% natural and made in India,Positive,16.08.2024
A2,367,Amazon,"This is pure gir cow ghee, I like it so much because of its consistency and the color is really good.",Positive,16.08.2024
A2,368,Amazon,"Gir cow ghee 100% original ghee .help in digestion,lubricates joints,nourishes skin,lactose free .",Positive,16.08.2024
A2,369,Amazon,This is pure organic but it will also hit on your pocket as well.,Neutral,16.08.2024
A2,370,Amazon,"I am a very selective person when it comes to choosing ghee, and after going through this ghee, i ordered it, and i am very pleased at the texture, smell and quality of the ghee",Positive,17.08.2024
A2,371,Amazon,Native ghee fragrance,Positive,17.08.2024
A2,372,Amazon,A Delicious and Healthy Ghee Option!,Positive,17.08.2024
A2,373,Amazon,"This organic ghee is fantastic! It has a rich, buttery flavor that enhances every dish, from sautéed veggies to baked goods. I appreciate the purity and high quality, knowing it's free from additives.",Positive,17.08.2024
A2,374,Amazon,The A2 gir cow ghee is amazing. I love the texture and color of the ghee. It is organic and lactose free which is good for lactose intolerant people.,Positive,17.08.2024
A2,375,Amazon,From the smell of the ghee to the taste I found it amazing.Made by bilona method with A2 Gir Cow Milk makes it superior in quality. It’s little expensive as compared to normal ghee,Neutral,17.08.2024
A2,376,Amazon,"This is the best Ghee in this price, it's aroma is best and it's authentic, organic and very thick also and seal is the best. So go for it.",Positive,17.08.2024
A2,377,Amazon,"Pure , Value for money",Positive,17.08.2024
A2,378,Amazon,I never seen this type of purity in any ghee purchased till. I am using this ghee from last 1 month and it's awesome smell and taste. Really Organic one.,Positive,17.08.2024
A2,379,Amazon,Healthy and tasty. Chemical free .help in digestion. Buy it without delay. Authentic,Positive,17.08.2024
A2,380,Amazon,It is absolutely amazing and fresh. I love this ghee contains omega9. Loved it,Positive,17.08.2024
A2,381,Amazon,"Organic authentic Ghee ,value for money Good aroma & consistency .",Positive,17.08.2024
A2,382,Amazon,Comes with a very well nice packaging ....Smells really good . 100% Authentic ghee .....Tastes really well .....Texture is very smooth ..Helps in Digestion from the first use itself .....Loved this Ghee,Positive,17.08.2024
A2,383,Amazon,"It's aroma is so good, superior product..",Positive,17.08.2024
A2,384,Amazon,Love the taste. Organic. Healthy for you. Amazing product,Positive,17.08.2024
A2,385,Amazon,Good quality but price is exorbitantly high.,Neutral,17.08.2024
A2,386,Amazon,"It's authentic and when I open it's lid, it's quality and originality can be judged from its fragrance.",Positive,17.08.2024
A2,387,Amazon,Using it since 2 years,Positive,17.08.2024
A2,388,Amazon,"This ghee is soo good, it's 100% Natural compared to local brand ghee.",Positive,17.08.2024
A2,389,Amazon,"When I open the bottle of Ghee it smells very good???? you should buy it. The packaging is amazing, It is genuine and organic.",Positive,17.08.2024
A2,390,Amazon,Absolutely gorgeous Ghee-tastiest and healthiest lne,Positive,17.08.2024
A2,391,Amazon,It is pure organic cow ghee and it is chemical free. It reduces chotestrol and it also helps in digestion. Nice packaging.,Positive,17.08.2024
A2,392,Amazon, Purest form of cow ghee and good for health,Positive,17.08.2024
A2,393,Amazon,Magical remedy the natural cow's ghee,Positive,17.08.2024
A2,394,Amazon,The product is superb in my opinion & great taste with good granulated texture. It is really good in taste & fit for all body and 100% pure and natural.,Positive,17.08.2024
A2,395,Amazon,"First time I buy this product, this is pure 100 % cow ghee . quality and smell both are very good. ",Positive,17.08.2024
A2,396,Amazon,Looks original and organic,Positive,17.08.2024
A2,397,Amazon,Ghee quality is too good and surely recommend to others,Positive,17.08.2024
A2,398,Amazon,It's is pure and it's taste is too good and most important thing is it's is chemical free. Nice product.,Positive,17.08.2024
A2,399,Amazon, Smooth taste,Positive,17.08.2024
A2,400,Amazon, Nice flavour,Positive,17.08.2024
A2,401,Amazon,Quality is good,Positive,17.08.2024
A2,402,Amazon,This product stands up to my expectation.,Positive,17.08.2024
A2,403,Amazon, I highly recommend buying this product and it will benefit the health.,Positive,17.08.2024
A2,404,Amazon,Pure organic cow's ghee. Must buy,Positive,17.08.2024
A2,405,Amazon,it has all the essential nutrients a ghee should have,Positive,17.08.2024
A2,406,Amazon,Its A Must Buy Product,Positive,17.08.2024
A2,407,Amazon,I really recommend buying this product for pure taste of original cow ghee.,Positive,17.08.2024
A2,408,Amazon,It's 100% Pure & Taste is also awesome. ,Positive,17.08.2024
A2,409,Amazon,Organic pure cow ghee,Positive,17.08.2024
A2,410,Amazon,"Desi cow Ghee tastes, smell, colour are pure and natural. ",Positive,17.08.2024
A2,411,Amazon,You can use as medicinal purpise.,Positive,17.08.2024
A2,412,Amazon,Superior quality and correct quantity,Positive,17.08.2024
A2,413,Amazon,The product is superb! In my opinion it is the best.,Positive,17.08.2024
A2,414,Amazon,"There are many cow ghees i have tried but this one is absolutely genuine and real , this tastes the best ghee .",Positive,17.08.2024
A2,415,Amazon,Truly pure and organic.,Positive,17.08.2024
A2,416,Amazon,Best ghee i tried,Positive,17.08.2024
A2,417,Amazon,They do not do any adulteration and follow the original bilona method,Positive,17.08.2024
A2,418,Amazon,"Shows benefit in headache, memory, glowing skin, hair fall and premature greying of hair. ",Positive,17.08.2024
A2,419,Amazon,Nutritious and genuine product,Positive,17.08.2024
A2,420,Amazon,This Ghee is a culinary gem!,Positive,17.08.2024
A2,421,Amazon,The rich aroma and golden color hint at its premium quality.,Positive,17.08.2024
A2,422,Amazon,"The distinct flavor it imparts to my dishes, especially Indian sweets, make it a top choice in my kitchen.",Positive,17.08.2024
A2,423,Amazon,"It has yumming taste and delicious, mouth watering.",Positive,17.08.2024
A2,424,Amazon,Good taste like home made ghee.,Positive,17.08.2024
A2,425,Amazon,This organic ghee elevating both flavor and health.,Positive,17.08.2024
A2,426,Amazon,It has a rich aroma and pure taste also good for health.,Positive,17.08.2024
A2,427,Amazon,I like very much this Best desi Gir Cow Ghee made by Billona Indian traditional method.,Positive,17.08.2024
A2,428,Amazon,this is by far the best A2 Gir Cow Ghee,Positive,17.08.2024
A2,429,Amazon, Authentic Gir Cow Ghee,Positive,17.08.2024
A2,430,Amazon, Best Natural and Organic A2 Gir Cow ghee with granular texture,Positive,17.08.2024
A2,431,Amazon,"Taste, aroma and texture is 100% pure and authentic. ",Positive,18.08.2024
A2,432,Amazon,Must buy if you want pure organic Ghee.,Positive,18.08.2024
A2,433,Amazon,The ghee is really original and tastes good. ,Positive,18.08.2024
A2,434,Amazon,It's pure cow ghee with sweet aromatic ghee smell and nice flavorful taste with amazing granular texture.,Positive,18.08.2024
A2,435,Amazon,highly recommended for all ghee lovers.,Positive,18.08.2024
A2,436,Amazon, Must buy if you want pure organic Ghee.,Positive,18.08.2024
A2,437,Amazon,"It's authentic gir cow ghee, it's flavour is awesome.",Positive,18.08.2024
A2,438,Amazon,This is the best ghee i've ever had. ,Positive,18.08.2024
A2,439,Amazon,"One of the best ghee, no compromise on quality.",Positive,18.08.2024
A2,440,Amazon, Nurishing and nutrient product.,Positive,18.08.2024
A2,441,Amazon,"Wonderful aroma, colour & texture ",Positive,18.08.2024
A2,442,Amazon,It is very fruitful result after purchasing this product.,Positive,18.08.2024
A2,443,Amazon,Amazing experience. ,Positive,18.08.2024
A2,444,Amazon,looking into the benefits it offer it is worth paying.,Positive,18.08.2024
A2,445,Amazon, this is made by bilona process and i am really happy to use it,Positive,18.08.2024
A2,446,Amazon, Purest Cow Ghee ,Positive,18.08.2024
A2,447,Amazon, Its holds the authentic taste of pure ghee. ,Positive,18.08.2024
A2,448,Amazon,Don't have a second thought .. Just order it and you will not be disappointed...,Positive,18.08.2024
A2,449,Amazon,this is the ghee which provides you with good nutritional facts without putting on ,Positive,18.08.2024
A2,450,Amazon,"Excellent taste, smell natural, test is very good ,pure nd healthy ghee. ",Positive,19.08.2024
A2,451,Amazon, The brand promises organically processed ghee in a traditional manner which makes it healthy and taste to consume.,Positive,19.08.2024
A2,452,Amazon,Loved this product in terms of quality.,Positive,19.08.2024
A2,453,Amazon,A little low on the aroma faction but I loved the flavor.,Neutral,19.08.2024
A2,454,Amazon,Truly pure and organic!,Positive,19.08.2024
A2,455,Amazon,It is really a excellent product with good taste like home made ghee. My kids & family members like its aroma and taste too much.,Positive,19.08.2024
A2,456,Amazon,This organic ghee elevating both flavor and health.,Positive,19.08.2024
A2,457,Amazon,Best Natural and Organic A2 Gir Cow ghee with granular texture,Positive,19.08.2024
A2,458,Amazon,It's pure cow ghee with sweet aromatic ghee smell and nice flavorful taste with amazing granular texture.highly recommended for all ghee lovers.,Positive,19.08.2024
A2,459,Amazon,"So many Ghees available in market but this one is much better quality. Taste, aroma and texture is 100% pure and authentic. Must buy if you want pure organic Ghee.",Positive,19.08.2024
A2,460,Amazon,Loved this product in terms of quality. A little low on the aroma faction but I loved the flavor.,Neutral,19.08.2024
A2,461,Amazon,"It's authentic gir cow ghee, it's flavour is awesome.",Positive,19.08.2024
A2,462,Amazon,Don't have a second thought guys.. Just order it and you will not be disappointed...,Positive,19.08.2024
A2,463,Amazon,"I could not consume ghee due to the aftertaste in mouth made me reluctant. Each time, whatever market ghee I consumed, all gave the same (kind of putrid) aftertaste. This is the first ghee which I am able to consume. ",Positive,19.08.2024
A2,464,Amazon,"The product is worth the price, Its holds the authentic taste of pure ghee. Even it give you the rich aroma of the ghee.",Positive,19.08.2024
A2,465,Amazon,"Generally i use regular ghee which i use to purchase from market, now when i used this Gir Cow ghee i realise the difference between both, gir cow ghee is very tasty and the scent of it is just waao, this is made by bilona process and i am really happy to use it",Positive,19.08.2024
A2,466,Amazon,Excellent product to have,Positive,19.08.2024
A2,467,Amazon,It is very fruitful result after purchasing this product. Nurishing and nutrient product.,Positive,19.08.2024
A2,468,Amazon,"Wonderful aroma, colour & texture ????????",Positive,19.08.2024
A2,469,Amazon,The ghee is really original and tastes good. You can actually feel it while tasting.,Positive,19.08.2024
A2,470,Amazon,"Excellent taste, smell natural, test is very good ,pure nd healthy ghee. The packing is amazing. Totally worth the purches.",Positive,19.08.2024
A2,471,Amazon,I'm just confused with the texture even if it's ghee only.,Negative,19.08.2024
A2,472,Amazon,"It is ok, not great value for money, and very expensive, but it has a sweet taste, and I think it is overhyped",Negative,19.08.2024
A2,473,Amazon, The consistency of the ghee is totally thick and smells like dalda,Negative,19.08.2024
A2,474,Amazon,It's ok but not pure as it doesn't smell and taste like homemade pure desi cow ghee.,Negative,19.08.2024
A2,475,Amazon,Its not good not bad average. There are several brands in this price range which are very good,Negative,19.08.2024
A2,476,Amazon,First impression is always packaging which was okish. There's no seal on the glass bottle just lamination on the outer. The quality was also okaish coz I m comparing with other brand ghee available at 300 rs less than this one and better than this.,Negative,19.08.2024
A2,477,Amazon,The ghee is not having aroma of pure desi ghee and looks overpriced .,Negative,19.08.2024
A2,478,Amazon,It smells bad actually not like in homemade..I ordered twice felt the experience not that much testy,Negative,19.08.2024
A2,479,Amazon,I bought A2 Ghee online & thought of trying this but couldn't find it as good as when compared to others w.r.t taste & aroma etc..,Negative,19.08.2024
A2,480,Amazon,"This company is fraud. This 1 l ghee is even so thick in summer(41°C when image taken). I also saw similar review but thought it won't happen to me. But it did. So I will never buy from this company. Approx Rs. 2800 wasted. When mixed in anything, it doesn't even have ghee taste or smell.",Negative,20.08.2024
A2,481,Amazon, Not boiled properly and smell weird.,Negative,20.08.2024
A2,482,Amazon,"t tasted and smelled good in the beginning but as soon as the top layer is finished, in the middle of the bottle it doesn't feel like ghee at all.",Negative,20.08.2024
A2,483,Amazon,"Its fake ghee not original, changes color and bad smelling after 6 month",Negative,20.08.2024
A2,484,Amazon,"Not so good compare to price,also have some doubt about it's quality",Negative,20.08.2024
A2,485,Amazon,"No improved taste or odour , nothing special. Too pricey, not worth the price , other common brands taste and smell better",Negative,20.08.2024
A2,486,Amazon,"Colour, smell and taste is not as I expected and not matching with the price charged for 250 gms ghee I.e Rs.859/- I don't know its quality but iam disappointed.",Negative,20.08.2024
A2,487,Amazon,This bottle I received contains ghee which never turns liquids and always stays solid like vanaspati....,Negative,20.08.2024
A2,488,Amazon,"There is no smell in ghee which I ordered , usually ghee should have its own aroma. Not sure is it original ghee or not.",Negative,20.08.2024
A2,489,Amazon,"Smells nice, tastes average. If you think this is authentic, buy it for the health benefits not the taste.",Neutral,20.08.2024
A2,490,Amazon,"It seems like coconut oil is mixed with the ghee, I felt the flavour of coconut oil while tasting the ghee. Quality wise it seems average.",Negative,20.08.2024
A2,491,Amazon,Purchasing since last 1 year.. The quality was not good this time smell coming from ghee.,Negative,20.08.2024
A2,492,Amazon,Inconsistent Quality standard,Negative,20.08.2024
A2,493,Amazon,ghee commanding such high price failed to live upto expectations,Negative,20.08.2024
A2,494,Amazon,"Well the taste was not all that great but I felt cheated , after a couple of layers were used I discovered a cavity in the ghee .",Negative,20.08.2024
A2,495,Amazon,"Please be careful, does not seem to be authentic",Negative,20.08.2024
A2,496,Amazon,Waste of money.,Negative,20.08.2024
A2,497,Amazon,Nothing pure,Negative,20.08.2024
A2,498,Amazon,"This is not correct method to milk, they are using German Technology milking from cow",Negative,20.08.2024
A2,499,Amazon,One month tried and seen my Increased Trigliserid level from 130 to 250.,Negative,20.08.2024
A2,500,Amazon,The ghee is not worth of price.,Negative,20.08.2024
A2,501,Amazon,The quality of the product is not up to the expectations. Flavour wise below standard. Taste wise not good. Hipe of description is is more than the quality. Absolute waste of money.,Negative,21.08.2024
A2,502,Amazon,Smell is not there. Even home made ghee is having good smell date of expiry is low due date should be high,Negative,21.08.2024
A2,503,Amazon,"It tasted and smelled good in the beginning but as soon as the top layer is finished, in the middle of the bottle it doesn't feel like ghee at all.",Negative,21.08.2024
A2,504,Amazon,Excellent Packaging ok taste,Neutral,21.08.2024
A2,505,Amazon,Product is overly priced. is at lower price but taste of ghee,Negative,21.08.2024
A2,506,Amazon,This is not pure cow ghee after few days its color started turning white from yellow,Negative,21.08.2024
A2,507,Amazon,Totally disappointed with the product the quality of ghee is so bad it has no fragrance and most important thing original ghee is always in crystal form but it look like valine,Negative,21.08.2024
A2,508,Amazon,"This ghee doesn't smell like desi ghee, taste is not upto a ghee. Hiped by the company. It is just like some cheap saturated fat.",Negative,21.08.2024
A2,509,Amazon,Whenever I use it I get a soar throat. It appears to be adulterated,Negative,21.08.2024
A2,510,Amazon,"I ordered this based on other customer reviews, but was disappointed. It didn't taste like traditional ghee at all. It seemed to have a dull taste, nothing like the pure ghee I am used to.",Negative,21.08.2024
A2,511,Amazon," This ghee is not like actually Ghee, No taste and smell",Negative,21.08.2024
A2,512,Amazon,Not up to the mark,Negative,21.08.2024
A2,513,Amazon,Waste of money,Negative,21.08.2024
A2,514,Amazon,"I don't know why I ordered it, there is no desi ghee aroma, after 10 days it was thick, Even there is no winter.",Negative,21.08.2024
A2,515,Amazon,No flavor or taste as claimed by the product. No aroma while using it in cooking. It is just like any other ordinary ghee in the market. Not worth spending more than Rs 1400 rupees for a half litre bottle of ghee. Most disappointing.,Negative,21.08.2024
A2,516,Amazon,Not the purest for which they are charging premium but better than known mass-produced brand,Negative,21.08.2024
A2,517,Amazon,Very poor quality,Negative,21.08.2024
A2,518,Amazon,No taste no smell no dana,Negative,21.08.2024
A2,519,Amazon,Definitely not a pure ghee,Negative,21.08.2024
A2,520,Amazon,Consistency not good,Negative,22.08.2024
A2,521,Amazon,Way expressive.... No quality...... Aroma: 1/5 Taste: 3/5 Price: 2/5,Negative,22.08.2024
A2,522,Amazon, Mixed Ghee(Not pure Gir ghee),Negative,22.08.2024
A2,523,Amazon,Quality wise not good,Negative,22.08.2024
A2,524,Amazon,Ghee not yellow but white and solid in this hot summer,Negative,22.08.2024
A2,525,Amazon,"i don't feel good by consuming this , i ordered one A2 ghee from another brand,it had much better taste and smell , but this ghee as no smell and it's thin also.",Negative,22.08.2024
A2,526,Amazon,The taste is not up to the mark like Orignal gir ghee,Negative,22.08.2024
A2,527,Amazon,Not at all pure ghee,Negative,22.08.2024
A2,528,Amazon,Getting frequent throat infection after consuming the product.,Negative,22.08.2024
A2,529,Amazon,The aroma of pure desi ghee is completely missing. Similar products with half the price have better aroma and flavor.,Negative,22.08.2024
A2,530,Amazon,Taste not as expected,Negative,22.08.2024
A2,531,Amazon,Good but doesn't looks traditional flavor,Negative,22.08.2024
A2,532,Amazon,It felt watery,Negative,22.08.2024
A2,533,Amazon,Quality not good,Negative,22.08.2024
A2,534,Amazon,"Doesn't smell like ghee, don't suggest ",Negative,22.08.2024
A2,535,Amazon,Girorganic A2 Pure Ghee seems to be original with good taste but it doesn't have the actual ghee fragrance upon heating in comparison with other ghee. So cann't say much about its genunity.,Neutral,22.08.2024
A2,536,Amazon,"Will not say this was the worst but not the best either. Because as the days goes, the smell also reduces.",Negative,22.08.2024
A2,537,Amazon,Not worth paying costly product,Negative,22.08.2024
A2,538,Amazon,It doesn't melt in humid weather. The ghee in the top layer tastes good but when reached bottom it smells weird. Unsure to tell about the quality of ghee.,Negative,22.08.2024
A2,539,Amazon,No taste no smell totally waste in name of organic.,Negative,22.08.2024
A2,540,Amazon,There is no evidence to the fact that the ghee is original or not but it has a burnt smell which dissolves the purpose of consumption.,Negative,22.08.2024
A2,541,Amazon,The ghee was very ordinary in both flavor and taste. I am not sure why ghee produced so organically would be less flavorful.,Negative,22.08.2024
A2,542,Amazon,Seal open bottle half empty. Very likely product is adultered,Negative,22.08.2024
A2,543,Amazon,I liked there packing but taste and smell faded away very soon.,Negative,22.08.2024
A2,544,Amazon,"See the colour difference between the top layer and bottom layer, the top layer has turned white, the colour drained down",Negative,22.08.2024
A2,545,Amazon,It is not so authentic as claimed,Negative,22.08.2024
A2,546,Amazon,Overall good product.but not worth the price,Neutral,22.08.2024
A2,547,Amazon,Will not recommend...not worth of money,Negative,22.08.2024
A2,548,Amazon,The quality of the ghee is good there is very less aroma test is average overall the product is good but over priced,Negative,22.08.2024
A2,549,Amazon,Nothing special about the taste...packaging was good...have had home made desi ghee of pure bred desi cow earlier and found the flavour and aroma to be much better than gir organic desi ghee...,Negative,22.08.2024
A2,550,Amazon,After keeping it for few month a burnt ghee kind of smell occurred which was disappointing for me as d ghee already is too costly.. Disappointed,Negative,23.08.2024
A2,551,Amazon,"Not a great product, so not recommended!!",Negative,23.08.2024
A2,552,Amazon,Bad quality in comparison to its price,Negative,23.08.2024
A2,553,Amazon,Highly expected authentic Aroma like had in childhood at village prepared by Grandma. Didn't felt In this product,Negative,23.08.2024
A2,554,Amazon,"Not sure if the product is original or not, absolutely no flavour at all.",Negative,23.08.2024
A2,555,Amazon,Not at all valuable as per the cost. No smell at all. Anveshan ghee is much better than this with lower cost.,Negative,23.08.2024
A2,556,Amazon,"The Ghee is just like any other Cow Ghee available in market. Does not have the flavor or aroma of Pure Cow Ghee, just a hefty price tag.",Negative,23.08.2024
A2,557,Amazon,Won't recommend anyone to buy in the future.,Negative,23.08.2024
A2,558,Amazon,"Its fake ghee not original, changes color and bad smelling after 6 month",Negative,23.08.2024
A2,559,Amazon,Quality wise not good,Negative,23.08.2024
A2,560,Amazon,Not at all pure ghee,Negative,23.08.2024
A2,561,Amazon,Getting frequent throat infection after consuming the product.,Negative,23.08.2024
A2,562,Amazon,"It is really disheartening to see that even after paying huge amount, i couldn't get a good product. I will neither buy nor recommend this ghee to anyone.",Negative,23.08.2024
A2,563,Amazon,They have not even boiled it well so that the volume is high.it smells very bad and I boiled it again so that It turns into ghee.I was shocked to see it white in color unlike my other hone made ghee which is yellow.,Negative,23.08.2024
A2,564,Amazon,"So said quality, it is chemical ,, lips swallowing after eating,,",Negative,23.08.2024
A2,565,Amazon,I don't trust the quality and genuineness of ghee,Negative,23.08.2024
A2,566,Amazon,"Don't waste your money, don't trust this product, it is nothing but dalda",Negative,23.08.2024
A2,567,Amazon,Taste and fragrance is missing.. packing is too good.. product is not so much.,Negative,23.08.2024
A2,568,Amazon,The ghee is not of the good quality that is supposed to be. Fungus is forming again and again in the jar.,Negative,23.08.2024
A2,569,Amazon,"It doesn't have any taste, aroma or texture like that of desi ghee. When I put it raw over my dal chawal there was no taste of desi ghee at all. It's a total waste of money to buy it.",Negative,23.08.2024
A2,570,Amazon,"i know the taste of pure desi ghee, there is nothing in it which looks like pure gir desi ghee.",Negative,23.08.2024
A2,571,Amazon,"No flavour and no smell, if that's what you call a desi ghee then this is the product for you. I still remember the smell and flavor of ghee from desi cow's milk from my grandmother's home.",Negative,23.08.2024
A2,572,Amazon,After few days bottle got some fungus Even though we tightly cap the bottle.,Negative,23.08.2024
A2,573,Amazon,"Not upto the mark, it's just hype. No aroma",Negative,23.08.2024
A2,574,Amazon,Poor quality duplicate product recieved,Negative,23.08.2024
A2,575,Amazon,Taste is same as regular cheap products like Amul etc./ No guarantee whther it is A2 or not,Negative,24.08.2024
A2,576,Amazon,not good its like vanaspathi or wax added,Negative,24.08.2024
A2,577,Amazon,Useless Ghee - total fraudulent item. In bottle its only top layer 5 mm depth has good ghee below that its vegetable ghee called Dalda in old days,Negative,24.08.2024
A2,578,Amazon,Ghi mein purn shuddhta nahin,Negative,24.08.2024
A2,579,Amazon,"good price, bad quality, nice jar, colourful packing.",Negative,24.08.2024
A2,580,Amazon,Fake Cow Ghee . Yellowness of cow ghee disappeared when kept in sunlight for three hours. Its fake dont buy it.,Negative,24.08.2024
A2,581,Amazon,"This is pure gir cow ghee, I like it so much because of its consistency and the color is really good.",Positive,24.08.2024
A2,582,Amazon,"I recently tried the A2 Gir Ghee and was thoroughly impressed! As someone who values quality and nutrition, I was blown away by the rich flavor and numerous health benefits of this ghee.",Positive,24.08.2024
A2,583,Amazon,Ghee tastes delicious especially when used with food also when consumed directly. Smell of pure cow ghee was amazing. The color and consistency of the product was up to the mark.,Positive,24.08.2024
A2,584,Amazon,"The Packaging was fabulus and very informative. Desi cow Ghee tastes, smell, colour are pure and natural. Love to eat it as directly. You can use as medicinal purpise.",Positive,24.08.2024
A2,585,Amazon,I’ve heard of gir organic ghee from friends and family members who have been using regularly. So I did ordered too and I must say it’s taste and aroma is so good. Truly pure and organic.,Positive,24.08.2024
A2,586,Amazon,It's so good and 100% organic and natural prody. smell and test is a so healthy.,Positive,24.08.2024
A2,587,Amazon,"This Ghee is a culinary gem! The rich aroma and golden color hint at its premium quality. The distinct flavor it imparts to my dishes, especially Indian sweets, make it a top choice in my kitchen.",Positive,24.08.2024
A2,588,Amazon,Since ghee is the integral part of any meal we have at home. I have found this pure and organic ghee from gir organic. The taste and aroma seems fresh. I highly recommend to everyone to have this.,Positive,24.08.2024
A2,589,Amazon,It is really a excellent product with good taste like home made ghee. My kids & family members like its aroma and taste too much.,Positive,24.08.2024
A2,590,Amazon,This organic ghee elevating both flavor and health. Its purity and belief to organic standards enhance its nutritional profile. It has a rich aroma and pure taste also good for health.,Positive,24.08.2024
A2,591,Amazon,"The 100 % purity of Desi gir cow milk used, and made by Indian Bilona old method, I like purity by smell and test by eating of this Desi Cow ghee. ",Positive,24.08.2024
A2,592,Amazon,The ghee was very well packed. I used it for 15 days and actually my body felt good & energetic. The smell of it is very pure & delicious.,Positive,24.08.2024
A2,593,Amazon,I have been using this product for quite sometime . It is a genuine product .,Positive,24.08.2024
A2,594,Amazon,It's pure cow ghee with sweet aromatic ghee smell and nice flavorful taste with amazing granular texture.highly recommended for all ghee lovers.,Positive,24.08.2024
A2,595,Amazon,"So many Ghees available in market but this one is much better quality. Taste, aroma and texture is 100% pure and authentic. Must buy if you want pure organic Ghee.",Positive,24.08.2024
A2,596,Amazon,Highly pure product so I recommend to all people's.,Positive,24.08.2024
A2,597,Amazon,Ghee is pure. I am consuming this from past 3 months. As of now no issues.,Positive,24.08.2024
A2,598,Amazon,Fresh and pure compared to other cheaper adulterated products in market,Positive,24.08.2024
A2,599,Amazon,Very good quality ghee as compared other known brands. Great packaging as well,Positive,24.08.2024
A2,600,Amazon,Felt a bit overpriced but you feel the smell of real ghee and fell in love with it,Positive,25.08.2024
A2,601,Flipkart,Best Ghee in India,Positive,25.08.2024
A2,602,Flipkart,Pure and healthiest... This is what I wanted by my mom to make the healthiest food using healthiest food stuff....thank you so much gir organic... Real credits goes to you,Positive,25.08.2024
A2,603,Flipkart,"Ghee is staple ingredients used at home. Right from tadkas on dala, sabhi and rice, etc. Since i have been on keto diet, GirOrganic Ghee is considered as best source for it. A2 cow Desi ghee is suitable to apply over skin and for massage. Worthy Choice",Positive,25.08.2024
A2,604,Flipkart,Good Product. We wish you to continue to serve the customers with your best quality products. Trust developed can be lost at short when quality is compromised. Our best wishes.,Positive,25.08.2024
A2,605,Flipkart,Quality of the Ghee is excellent....,Positive,25.08.2024
A2,606,Flipkart,Taste is very good,Positive,25.08.2024
A2,607,Flipkart,Genuine product which is up to the mark,Positive,25.08.2024
A2,608,Flipkart,Nice and pure product,Positive,25.08.2024
A2,609,Flipkart,Best quality real ?? Ghee,Positive,25.08.2024
A2,610,Flipkart,"The product was not good and the smell was not good,",Negative,25.08.2024
A2,611,Flipkart,This ghee so good,Positive,25.08.2024
A2,612,Flipkart,Product received me is very nice.,Positive,25.08.2024
A2,613,Flipkart,Utterly disappointed,Negative,25.08.2024
A2,614,Flipkart,Good as expected,Positive,25.08.2024
A2,615,Flipkart,money is wasted,Negative,25.08.2024
A2,616,Flipkart,"Worth every penny Go for it, original product",Positive,25.08.2024
